Numero,Cliente,Saldo
20344,14048,47140
20345,76048,55847
20346,98350,22478
20347,98513,63804
20348,38558,37067
20349,1835,1448
20350,35991,52981
20351,99500,45106
20352,83022,24243
20353,92986,95148
20354,54040,77041
20355,45692,55864
20356,3596,4526
20357,10319,24098
20358,56585,82666
20359,77731,86570
20360,75699,33353
20361,75619,27964
20362,8044,38069
20363,28223,32418
20364,26551,17722
20365,5136,96405
20366,22970,69109
20367,94607,74142
20368,25738,50706
20369,96989,56767
20370,10004,32722
20371,71973,45911
20372,53960,86410
20373,3534,94274
20374,34459,31738
20375,58730,16252
20376,3558,33592
20377,33904,77557
20378,27188,68413
20379,35718,99724
20380,44298,51234
20381,64655,85315
20382,44740,55735
20383,38880,46625
20384,4366,53482
20385,89406,93245
20386,17889,83498
20387,19553,97348
20388,30528,81649
20389,72095,47885
20390,88621,8019
20391,8968,69599
20392,99950,56996
20393,25185,75955
20394,36205,64599
20395,12936,99553
20396,31987,48528
20397,26473,47644
20398,44709,53721
20399,57950,66093
20400,13125,74404
20401,45907,82070
20402,29171,97828
20403,56551,75829
20404,4464,69547
20405,16097,95058
20406,90923,66587
20407,52687,44561
20408,76863,11063
20409,89883,32665
20410,67649,55814
20411,27178,23772
20412,12469,21357
20413,44708,4208
20414,55921,72872
20415,34420,12552
20416,47772,48446
20417,92424,49985
20418,96828,21338
20419,71327,84538
20420,53588,12383
20421,46959,15273
20422,59948,43728
20423,19579,27755
20424,65657,53313
20425,61068,69435
20426,23635,68452
20427,96385,23767
20428,80164,80513
20429,11342,39562
20430,1636,50818
20431,65211,96868
20432,81407,68890
20433,11942,86358
20434,89648,17070
20435,5889,92035
20436,45024,35807
20437,2165,39161
20438,42246,84471
20439,78776,48606
20440,4095,73186
20441,38394,46849
20442,62125,39976
20443,21396,34833
20444,94210,74402
20445,12770,28342
20446,94471,70770
20447,95885,76045
20448,5638,51634
20449,69819,87047
20450,58901,22536
20451,45460,97435
20452,73698,90171
20453,33489,65833
20454,88051,31706
20455,29633,18467
20456,25041,36027
20457,49306,48993
20458,26431,83800
20459,101822,57819
20460,37983,81819
20461,48539,81950
20462,7301,62920
20463,3057,45138
20464,24833,40426
20465,87034,49550
20466,37149,80567
20467,24200,90356
20468,57381,62647
20469,53420,91129
20470,93976,42955
20471,24228,95793
20472,46798,27846
20473,98485,24386
20474,91818,87641
20475,208,78929
20476,3380,88499
20477,72574,23711
20478,26790,57098
20479,49781,44954
20480,38868,59580
20481,35159,62274
20482,21042,99821
20483,72560,63962
20484,28598,31677
20485,13192,28079
20486,97962,52788
20487,5305,54494
20488,49498,17724
20489,40200,83831
20490,82782,61544
20491,77587,7257
20492,13195,84972
20493,71311,24278
20494,57649,32206
20495,75067,72648
20496,99234,8815
20497,38210,25863
20498,51017,77992
20499,13439,88487
20500,91002,240
20501,26658,16136
20502,4489,85377
20503,77096,77812
20504,27072,82538
20505,52850,92721
20506,47409,3464
20507,34284,3534
20508,7927,29083
20509,66321,27324
20510,53681,98794
20511,59279,93908
20512,29411,7666
20513,92324,49821
20514,66332,44027
20515,37483,54767
20516,32063,70863
20517,61248,70306
20518,62329,59705
20519,69103,48525
20520,57073,20428
20521,62279,99553
20522,22340,85883
20523,48446,48223
20524,36581,29675
20525,75233,98305
20526,79428,10662
20527,85118,91429
20528,87351,76606
20529,77464,88572
20530,56608,33994
20531,100309,57551
20532,7883,68107
20533,97373,82577
20534,65156,79532
20535,47524,94373
20536,39009,99886
20537,9733,93659
20538,88058,4320
20539,7990,6295
20540,13390,83376
20541,69545,66244
20542,88216,1618
20543,95378,34786
20544,70442,45796
20545,74244,37666
20546,72712,36580
20547,30671,22761
20548,46983,84114
20549,97605,67560
20550,47020,29432
20551,70676,15222
20552,55910,1603
20553,16794,48468
20554,76823,13276
20555,27266,44413
20556,89700,50341
20557,100479,53143
20558,77796,93970
20559,54521,28363
20560,33656,75355
20561,2104,61108
20562,85314,27356
20563,58708,44448
20564,11634,93939
20565,31610,57102
20566,30608,94224
20567,1856,47040
20568,14478,78189
20569,94685,85793
20570,100194,69115
20571,11862,24090
20572,88826,87680
20573,53065,3718
20574,13706,65577
20575,1562,54630
20576,87173,73066
20577,67410,39151
20578,38425,90316
20579,1743,94356
20580,95803,22326
20581,32707,74036
20582,51084,10183
20583,89192,12254
20584,3578,20077
20585,53589,17194
20586,29903,54725
20587,1197,58673
20588,67069,80890
20589,82220,81904
20590,57529,56397
20591,22127,74412
20592,61018,6402
20593,68830,92641
20594,64924,27743
20595,34564,32720
20596,54382,36902
20597,3473,31555
20598,46432,29250
20599,55097,11970
20600,59616,29596
20601,43105,39283
20602,10818,68745
20603,37772,93376
20604,84633,74695
20605,72537,8056
20606,55651,10457
20607,32869,30133
20608,94242,71037
20609,83356,49812
20610,73592,73943
20611,46657,42827
20612,88535,71404
20613,76304,32949
20614,75519,14182
20615,19703,93425
20616,88261,13131
20617,69796,49802
20618,65101,62349
20619,45881,45130
20620,66224,22463
20621,55338,27933
20622,44409,72738
20623,9789,12363
20624,35437,72802
20625,42302,15147
20626,91943,90648
20627,63856,71216
20628,88401,2410
20629,40729,84647
20630,17191,67666
20631,10886,34626
20632,65037,6734
20633,75225,23316
20634,23687,63762
20635,27133,61587
20636,26467,30275
20637,18745,40758
20638,66246,35406
20639,18913,2568
20640,80600,3035
20641,51771,33827
20642,66243,39639
20643,34253,81183
20644,88487,13559
20645,55327,10397
20646,81344,98249
20647,34108,15155
20648,35972,37679
20649,30877,57794
20650,56056,77764
20651,1383,9383
20652,91055,59753
20653,47232,126
20654,87968,98794
20655,74536,37799
20656,72767,55658
20657,15953,44089
20658,101431,10219
20659,50244,19534
20660,97753,65738
20661,99616,95587
20662,12784,52504
20663,66883,53632
20664,34184,3996
20665,58699,82016
20666,2138,7435
20667,61516,38492
20668,90579,71523
20669,61403,71698
20670,89290,81147
20671,29838,95329
20672,34903,8763
20673,43702,69486
20674,88068,25401
20675,52998,64343
20676,31712,16741
20677,10405,40941
20678,70603,78756
20679,55654,53406
20680,26819,10891
20681,18433,51696
20682,7359,75344
20683,82614,87331
20684,17660,30225
20685,89411,58816
20686,7251,69505
20687,17007,95432
20688,95553,94878
20689,55437,184
20690,10333,79649
20691,74511,82634
20692,24145,37734
20693,12724,67221
20694,20792,91229
20695,83095,17616
20696,24673,68067
20697,69305,29711
20698,14496,93800
20699,82819,3038
20700,63496,57400
20701,76094,39889
20702,54347,14868
20703,18439,71786
20704,60171,85784
20705,83193,50063
20706,58878,12070
20707,72736,34046
20708,61890,29483
20709,86584,28010
20710,72745,54343
20711,19359,58938
20712,31459,17356
20713,40348,15562
20714,47647,20915
20715,83562,93171
20716,94846,77575
20717,93566,46378
20718,77593,69895
20719,34257,21278
20720,12650,13281
20721,99359,28351
20722,57977,15988
20723,31656,65872
20724,76142,69521
20725,53045,96062
20726,73435,63641
20727,93370,20128
20728,294,18538
20729,56623,55553
20730,57803,61761
20731,63559,79112
20732,72745,53208
20733,27964,43094
20734,51224,94379
20735,32961,32926
20736,92629,50353
20737,38061,16621
20738,21433,48599
20739,83610,27265
20740,69396,14822
20741,64331,21780
20742,72347,67348
20743,20352,86155
20744,72768,7726
20745,19594,41341
20746,25027,61539
20747,90071,95342
20748,75076,74493
20749,34310,56600
20750,29022,40106
20751,28973,20728
20752,85769,71085
20753,80232,31873
20754,8096,66176
20755,30729,65040
20756,13514,53387
20757,47646,14935
20758,87186,16595
20759,84537,6204
20760,86127,81817
20761,89097,89620
20762,9231,38737
20763,4522,30058
20764,31439,92156
20765,53037,65489
20766,41557,56815
20767,46759,31560
20768,53745,48226
20769,57470,48880
20770,83842,63195
20771,57834,77069
20772,99715,42995
20773,71186,14969
20774,47637,23591
20775,49904,18004
20776,51165,58869
20777,2195,43929
20778,95358,85270
20779,54849,16800
20780,88214,2798
20781,64902,20418
20782,32329,3470
20783,83109,3938
20784,4281,32196
20785,21944,19716
20786,57973,24400
20787,97578,35309
20788,36110,18288
20789,90551,54156
20790,10591,86015
20791,75858,41029
20792,71401,74385
20793,67340,47704
20794,44150,94346
20795,12755,51059
20796,24734,88115
20797,91847,22433
20798,31017,35057
20799,80795,38724
20800,82003,47078
20801,53133,57632
20802,34947,77588
20803,85748,20551
20804,7602,6438
20805,36598,10619
20806,89062,47519
20807,18333,28609
20808,48102,61279
20809,37482,11516
20810,8593,55744
20811,24931,50807
20812,37369,92706
20813,32390,57379
20814,71660,6901
20815,24207,8354
20816,53037,93656
20817,81350,89865
20818,54009,35768
20819,20170,49571
20820,51749,77762
20821,86889,41616
20822,21833,94431
20823,85136,77361
20824,67333,74557
20825,62291,67686
20826,29244,75675
20827,74073,33651
20828,15611,68182
20829,67192,65824
20830,68057,4500
20831,48663,46660
20832,57267,1043
20833,96382,41107
20834,96362,48377
20835,17824,12878
20836,49536,27131
20837,11734,53154
20838,44317,8098
20839,47129,79362
20840,72198,77850
20841,30025,22029
20842,66161,50876
20843,16570,46251
20844,56899,29411
20845,95140,23886
20846,46394,12057
20847,101358,72368
20848,23094,40243
20849,7155,17750
20850,73758,65484
20851,101706,11255
20852,1092,87293
20853,22749,56668
20854,98756,22477
20855,100524,61053
20856,49520,15041
20857,62701,27121
20858,1314,87871
20859,9668,59023
20860,92991,87056
20861,27430,81509
20862,61271,97415
20863,77343,35410
20864,65710,93358
20865,95671,21832
20866,47089,70971
20867,55230,1926
20868,96752,2796
20869,58997,99070
20870,35230,87520
20871,15913,96108
20872,97238,67031
20873,97805,11430
20874,61181,98226
20875,85696,85572
20876,10760,25658
20877,17611,76734
20878,41697,35003
20879,26416,84913
20880,9830,49134
20881,49064,20415
20882,14176,68175
20883,23927,17512
20884,20060,46481
20885,67930,99299
20886,14361,86857
20887,18528,58013
20888,79402,53979
20889,38459,40720
20890,8564,88087
20891,91743,67098
20892,68934,61554
20893,5806,54791
20894,35773,13262
20895,29862,61305
20896,7222,68938
20897,40555,75636
20898,70602,65510
20899,40170,47846
20900,37259,74989
20901,34973,39395
20902,86290,51734
20903,80173,98132
20904,13152,3620
20905,71342,9376
20906,72355,50901
20907,71729,64810
20908,37712,9664
20909,79423,87831
20910,43467,8694
20911,18787,74180
20912,71886,46968
20913,20834,8229
20914,63400,2318
20915,72601,19297
20916,21550,32197
20917,23953,26986
20918,1726,19517
20919,11306,53345
20920,81466,31066
20921,53240,88103
20922,100013,54790
20923,27423,25806
20924,98094,28128
20925,99461,2956
20926,85652,70121
20927,11224,18718
20928,24803,200
20929,85508,61193
20930,47218,32144
20931,69395,24919
20932,52346,2008
20933,94887,38633
20934,10202,43638
20935,71664,46269
20936,81332,22875
20937,46273,63948
20938,96713,79431
20939,67983,60400
20940,89830,29147
20941,59350,99063
20942,15047,96961
20943,8045,34611
20944,41965,14095
20945,13295,5451
20946,56213,73707
20947,39242,45898
20948,32123,75897
20949,60093,45561
20950,71376,41556
20951,27980,13111
20952,23062,43414
20953,33942,44175
20954,68711,32748
20955,29376,77905
20956,82219,19407
20957,97225,42064
20958,8337,24909
20959,89509,68818
20960,1475,88517
20961,95955,75592
20962,14088,94868
20963,96885,19224
20964,39343,47197
20965,16714,86883
20966,20790,90901
20967,97023,21355
20968,28617,69461
20969,43983,25429
20970,422,12597
20971,26806,26880
20972,38006,52705
20973,88951,76342
20974,20865,90933
20975,65965,28305
20976,88816,3280
20977,101903,97356
20978,22940,69730
20979,95611,38259
20980,46035,5272
20981,77834,57276
20982,52320,42507
20983,3898,79339
20984,42453,40346
20985,39665,22736
20986,85138,44951
20987,55739,60669
20988,57631,51840
20989,58475,50396
20990,44530,52709
20991,61504,92119
20992,97039,48873
20993,63088,73780
20994,86126,95964
20995,5175,19258
20996,77230,63372
20997,38727,80812
20998,11987,48405
20999,101149,59249
21000,26978,7415
21001,44437,72850
21002,68509,27788
21003,79260,86922
21004,27912,31186
21005,93456,21512
21006,65149,61017
21007,24636,93560
21008,84137,67876
21009,101818,77920
21010,1048,81687
21011,5372,6609
21012,99775,36455
21013,99366,52491
21014,4352,14176
21015,53327,86962
21016,32097,44985
21017,69914,69636
21018,43268,33620
21019,91033,30685
21020,86851,14960
21021,98464,70106
21022,3335,72785
21023,37747,61139
21024,23250,31321
21025,62851,17697
21026,31418,70110
21027,43347,45732
21028,91194,63480
21029,42512,93429
21030,2167,55534
21031,96586,20751
21032,83582,45225
21033,67935,57618
21034,47303,15632
21035,59482,83155
21036,81483,62407
21037,82825,98285
21038,74791,57778
21039,53515,9028
21040,72214,5732
21041,86174,33590
21042,22934,82111
21043,61238,43092
21044,23078,2670
21045,34461,76159
21046,31373,61686
21047,22271,78064
21048,4725,31833
21049,94307,3104
21050,86389,72958
21051,89294,51967
21052,69092,54604
21053,52243,91530
21054,14865,4022
21055,25167,93717
21056,50352,87400
21057,23915,69306
21058,71012,53384
21059,83858,4913
21060,14631,84665
21061,29222,50642
21062,81243,47202
21063,70422,51948
21064,31095,22440
21065,4789,29056
21066,71195,2480
21067,73077,84199
21068,56951,52836
21069,56004,73122
21070,52705,35145
21071,39457,18159
21072,68801,62707
21073,41934,7257
21074,32108,21287
21075,13057,99352
21076,13592,78839
21077,58443,17782
21078,16027,79896
21079,84253,57600
21080,83954,61696
21081,69810,1945
21082,459,64457
21083,92445,99629
21084,35277,23377
21085,71698,58930
21086,80361,70989
21087,53651,41209
21088,32902,27122
21089,43365,38689
21090,101859,32845
21091,22700,25639
21092,18,95574
21093,22886,14491
21094,73355,44767
21095,19865,79957
21096,78870,27990
21097,39663,66391
21098,12348,58664
21099,92772,17074
21100,37658,13469
21101,91770,88229
21102,32093,18057
21103,59864,41315
21104,20893,24806
21105,19805,59678
21106,60361,69978
21107,28166,401
21108,95382,30957
21109,79646,34110
21110,89328,75982
21111,88080,33858
21112,54532,13569
21113,73238,47226
21114,45324,26714
21115,24993,64742
21116,33602,9512
21117,65800,74038
21118,11410,6431
21119,41928,7881
21120,85534,853
21121,34182,48036
21122,55570,28530
21123,27560,39807
21124,101588,49205
21125,6050,11158
21126,18119,14948
21127,7927,80275
21128,87871,42376
21129,45337,29067
21130,96421,13607
21131,22310,43931
21132,41882,92888
21133,55047,98588
21134,79475,59958
21135,94340,69434
21136,49601,17629
21137,3526,72466
21138,29351,12923
21139,38965,21008
21140,71390,8769
21141,99140,84030
21142,78958,24851
21143,39976,62424
21144,44107,41865
21145,78771,65230
21146,80555,66808
21147,66179,81483
21148,84698,91319
21149,101221,72512
21150,18729,32598
21151,66659,19921
21152,98730,86956
21153,19927,63439
21154,95175,85289
21155,85471,79633
21156,43756,40146
21157,87411,94849
21158,95703,35323
21159,61171,7974
21160,90349,61128
21161,68940,68172
21162,84094,63312
21163,99105,41874
21164,53746,88935
21165,40136,57623
21166,805,69825
21167,65066,22055
21168,29707,86520
21169,63332,15450
21170,93448,37674
21171,66463,41936
21172,11504,69912
21173,94601,57470
21174,29188,2515
21175,96627,61072
21176,95196,22683
21177,92517,83180
21178,73691,76785
21179,67069,30963
21180,43065,45666
21181,10120,40511
21182,28064,55368
21183,95083,53605
21184,86763,23423
21185,71897,84216
21186,32938,66949
21187,65236,32821
21188,55666,69762
21189,83040,83296
21190,6732,59183
21191,47517,11794
21192,95875,82780
21193,61657,71002
21194,65045,4241
21195,4808,60795
21196,59725,9696
21197,33413,69663
21198,81974,86088
21199,45396,11776
21200,32193,62523
21201,43225,48782
21202,41429,78394
21203,101209,1147
21204,52064,43789
21205,27697,39325
21206,39349,11071
21207,90472,5553
21208,63781,44475
21209,25690,94954
21210,5740,69794
21211,66100,53131
21212,17534,20664
21213,55166,9702
21214,43961,68177
21215,71785,3346
21216,70987,11468
21217,70180,8371
21218,89740,71165
21219,67727,61928
21220,68773,50531
21221,80939,72204
21222,90526,80454
21223,9586,51271
21224,31476,44865
21225,71602,74803
21226,26822,76891
21227,46349,37940
21228,100384,94648
21229,60685,63529
21230,25768,70937
21231,19401,13319
21232,66840,38177
21233,5687,28832
21234,35880,66461
21235,28576,80078
21236,77494,27499
21237,92919,56049
21238,40217,40966
21239,86217,18215
21240,82257,74265
21241,57432,74359
21242,26582,11327
21243,100530,3257
21244,22189,75358
21245,45818,50813
21246,49453,88802
21247,6222,20484
21248,4582,82688
21249,97518,44687
21250,57583,83430
21251,9766,65228
21252,73120,43526
21253,100353,17541
21254,19725,26632
21255,37197,7793
21256,12155,53527
21257,89067,80630
21258,44086,11288
21259,95112,11391
21260,93532,31167
21261,2648,6446
21262,51180,97507
21263,91099,77558
21264,30397,67428
21265,83540,87585
21266,98378,7870
21267,56346,65733
21268,36845,51204
21269,60519,84772
21270,8997,50400
21271,92672,28879
21272,49853,73736
21273,17652,3777
21274,96614,1405
21275,18265,15919
21276,19820,24453
21277,53171,84099
21278,26478,80323
21279,48406,8551
21280,54520,9874
21281,13005,27979
21282,78593,3870
21283,53613,48642
21284,47287,74206
21285,49476,64861
21286,53663,7851
21287,11901,23896
21288,47896,86928
21289,52590,22059
21290,11258,26904
21291,71289,11420
21292,90874,36380
21293,41410,64826
21294,84709,85515
21295,41534,51684
21296,25614,58351
21297,82283,86873
21298,57252,78894
21299,63340,30583
21300,42778,93659
21301,8871,30169
21302,48587,95671
21303,63552,57909
21304,75381,74534
21305,47995,51970
21306,77144,52256
21307,25198,21025
21308,56053,78441
21309,51467,46031
21310,51856,79738
21311,65502,61413
21312,95484,31315
21313,86895,33599
21314,37961,36192
21315,34082,79451
21316,59391,6097
21317,45436,14071
21318,52242,26832
21319,84101,66896
21320,59511,18207
21321,19928,49157
21322,51461,28402
21323,53391,91146
21324,81130,22779
21325,40158,95995
21326,18724,55966
21327,100581,48450
21328,23092,72432
21329,47858,26311
21330,90916,47585
21331,39334,22415
21332,85113,73398
21333,26093,38925
21334,66804,35405
21335,82230,68156
21336,25124,9301
21337,5596,91181
21338,26047,29742
21339,73421,52255
21340,34764,44898
21341,82085,16538
21342,62518,12842
21343,20137,66655
21344,92512,28402
21345,42510,20857
21346,14196,56974
21347,1784,82045
21348,31478,98856
21349,32935,29248
21350,76335,79276
21351,85640,13837
21352,58145,1693
21353,45133,77714
21354,37017,31116
21355,12662,63858
21356,15900,12232
21357,36623,13417
21358,46263,92150
21359,62631,82088
21360,1132,49974
21361,88566,71134
21362,56155,75572
21363,56790,75306
21364,83263,17250
21365,79921,39563
21366,65604,37149
21367,7090,96676
21368,98798,63298
21369,88636,64231
21370,52411,42793
21371,30180,92881
21372,52491,19894
21373,59026,56204
21374,38786,12967
21375,92157,39603
21376,18178,86325
21377,12487,56476
21378,19172,12637
21379,37833,13722
21380,8464,85877
21381,80379,82497
21382,76380,20385
21383,49319,98279
21384,30769,26848
21385,18787,31268
21386,33965,31443
21387,28092,73338
21388,95602,71557
21389,56633,67389
21390,40890,9049
21391,83033,1115
21392,70004,96006
21393,60446,5436
21394,522,1398
21395,78228,61672
21396,76626,66721
21397,46184,23056
21398,2276,44153
21399,19547,86328
21400,55764,2591
21401,1846,73519
21402,59214,15052
21403,85732,1313
21404,27431,24337
21405,62085,31397
21406,3776,16649
21407,27572,60898
21408,80607,69296
21409,55114,93326
21410,70253,2351
21411,50060,9308
21412,55724,842
21413,2939,76067
21414,903,96956
21415,16743,51437
21416,46785,97280
21417,97343,44810
21418,83487,87133
21419,54193,6892
21420,100497,3225
21421,14162,54766
21422,69662,77386
21423,93738,24339
21424,75390,59248
21425,85810,71059
21426,31358,70195
21427,59966,34854
21428,62742,93443
21429,93018,44543
21430,93524,7967
21431,49416,37171
21432,19657,7318
21433,78917,68325
21434,15240,93756
21435,77844,3954
21436,78474,33589
21437,14159,74531
21438,55756,86928
21439,76703,99715
21440,10837,77914
21441,96907,15182
21442,100329,72590
21443,88543,67695
21444,92936,22977
21445,97818,61574
21446,60851,40879
21447,69746,75026
21448,30613,57373
21449,101698,32980
21450,33300,16043
21451,70897,64043
21452,68059,64858
21453,79069,51919
21454,71935,87482
21455,24526,61036
21456,99064,71035
21457,96385,5165
21458,4692,72050
21459,54581,69444
21460,17756,56401
21461,6187,20228
21462,31599,78214
21463,17580,25907
21464,6477,52810
21465,77876,3275
21466,21537,17339
21467,91729,88033
21468,99040,92140
21469,30643,69627
21470,40788,74938
21471,18387,512
21472,91229,41440
21473,75972,71083
21474,6312,77019
21475,34118,54366
21476,59804,49619
21477,41388,60162
21478,15045,77292
21479,6754,22660
21480,74459,11893
21481,10542,65079
21482,39307,85072
21483,68512,83679
21484,44148,25202
21485,81001,89634
21486,75358,31311
21487,16833,71222
21488,82179,83575
21489,49264,29091
21490,36931,57700
21491,45822,29075
21492,81429,32266
21493,84421,22354
21494,52383,21664
21495,56117,76997
21496,69547,80176
21497,53467,49720
21498,83001,37993
21499,21161,19097
21500,51333,49590
21501,59898,12172
21502,80033,57938
21503,19758,22767
21504,79823,18822
21505,82009,33851
21506,38641,47298
21507,40859,74003
21508,49500,93369
21509,31655,48564
21510,6662,50153
21511,53138,31126
21512,93143,46505
21513,66699,35184
21514,97920,63324
21515,1360,34214
21516,47848,98225
21517,19173,2426
21518,71776,4139
21519,15903,84973
21520,43273,95485
21521,80714,2036
21522,595,82769
21523,4591,52618
21524,65850,48238
21525,12364,20175
21526,7156,41857
21527,19991,80909
21528,10535,10784
21529,46813,69642
21530,21017,34700
21531,83569,84175
21532,97303,79437
21533,91524,91373
21534,12357,9060
21535,68084,12827
21536,75053,41826
21537,74464,53040
21538,71453,55655
21539,56011,52425
21540,55141,15266
21541,15282,59256
21542,55222,64686
21543,71814,79269
21544,79233,94840
21545,40211,11337
21546,83379,30807
21547,44782,66443
21548,100794,68501
21549,12912,1829
21550,92932,58166
21551,100493,24677
21552,98464,6121
21553,52583,12055
21554,100613,30160
21555,15409,86091
21556,21613,67837
21557,80247,35393
21558,23067,40547
21559,68527,79835
21560,98603,80663
21561,76729,32878
21562,94964,5441
21563,38417,83943
21564,39516,20827
21565,36387,95123
21566,96579,64650
21567,90746,90904
21568,57085,99165
21569,64898,24358
21570,47266,968
21571,24434,34956
21572,27645,87892
21573,72790,62092
21574,31828,44490
21575,4372,46730
21576,78994,55980
21577,74551,70738
21578,52642,80774
21579,58496,30375
21580,53505,73538
21581,70779,62805
21582,31113,29689
21583,69541,93282
21584,69199,74266
21585,1628,10877
21586,36963,27297
21587,42149,55574
21588,58584,30261
21589,60078,35683
21590,60741,29906
21591,82504,43806
21592,3404,24706
21593,69690,87616
21594,93562,49439
21595,1314,93191
21596,28233,93822
21597,35926,89663
21598,60720,82462
21599,73852,58144
21600,63781,63621
21601,68322,17513
21602,99118,19311
21603,22896,60010
21604,60506,95076
21605,83774,28152
21606,82302,32184
21607,1117,73426
21608,12445,39917
21609,77236,88524
21610,71763,17332
21611,12069,83788
21612,22872,80893
21613,305,28828
21614,39615,84413
21615,31019,8676
21616,10840,65770
21617,33831,65097
21618,88051,60996
21619,61581,6133
21620,100396,92249
21621,14131,81639
21622,83068,23006
21623,41380,36550
21624,65756,80226
21625,33598,28060
21626,80928,63127
21627,38832,28606
21628,11768,82502
21629,27629,57846
21630,80767,1711
21631,66557,81924
21632,78345,95160
21633,48608,28681
21634,34821,54487
21635,96135,61194
21636,91679,36255
21637,41712,50003
21638,31546,24540
21639,10214,8109
21640,39496,58071
21641,61240,70248
21642,69459,2823
21643,78183,46104
21644,55405,71996
21645,73465,62046
21646,55591,83154
21647,56382,12808
21648,9209,47046
21649,85124,28302
21650,24788,20005
21651,51928,75982
21652,15724,60645
21653,99592,19685
21654,69333,84658
21655,63350,85542
21656,17573,62041
21657,100638,58263
21658,83139,41468
21659,78932,6103
21660,76892,86539
21661,53478,69086
21662,80173,14796
21663,47277,20374
21664,68392,56059
21665,77537,42817
21666,24445,42522
21667,68812,69632
21668,63553,43824
21669,10437,5150
21670,53517,90169
21671,91593,27630
21672,48440,52071
21673,67283,37927
21674,77408,91340
21675,62794,88723
21676,97965,87313
21677,39106,8792
21678,101020,82933
21679,32046,20192
21680,52010,6263
21681,30680,8710
21682,71075,53811
21683,41872,51544
21684,94164,44204
21685,7390,71178
21686,57095,81784
21687,80840,51033
21688,100242,64655
21689,69575,9704
21690,97314,59507
21691,54834,88955
21692,77435,64849
21693,8151,87196
21694,91646,95963
21695,24357,91274
21696,40793,97052
21697,15314,73988
21698,5952,90730
21699,5834,84540
21700,81396,20321
21701,48716,45022
21702,100775,18360
21703,88150,7731
21704,69825,56162
21705,11292,15024
21706,70541,56684
21707,49212,72450
21708,23412,68708
21709,67662,70271
21710,94997,78191
21711,70355,61748
21712,39706,63208
21713,62613,36719
21714,56827,5904
21715,14356,54400
21716,11129,97451
21717,63687,3021
21718,42369,60101
21719,5751,90018
21720,62880,1334
21721,28457,61855
21722,71963,34350
21723,16083,42889
21724,94063,33143
21725,41914,82411
21726,55161,63761
21727,74187,74005
21728,19857,24107
21729,6528,36420
21730,74166,89869
21731,48221,32221
21732,67322,18249
21733,36031,82422
21734,62927,82038
21735,60394,31498
21736,97343,16832
21737,44354,63289
21738,16112,86720
21739,26778,9552
21740,101594,8634
21741,46231,74603
21742,95333,67248
21743,39159,6027
21744,64684,63586
21745,46743,19447
21746,20971,47103
21747,80009,22223
21748,48812,44809
21749,8518,25864
21750,11481,18692
21751,48832,22063
21752,84543,58177
21753,64799,72085
21754,84756,26196
21755,62202,82623
21756,90946,66152
21757,99035,26847
21758,2108,37327
21759,9797,15384
21760,11603,75781
21761,52632,67098
21762,8300,49127
21763,21788,47093
21764,94774,99255
21765,216,9277
21766,13723,275
21767,14802,94413
21768,4953,23217
21769,100993,89352
21770,68510,38685
21771,28724,17441
21772,56652,58726
21773,91914,25241
21774,61491,73357
21775,66379,34150
21776,46408,13418
21777,20773,47430
21778,59695,84515
21779,21998,89083
21780,89530,18408
21781,92383,38080
21782,93326,31867
21783,17540,28232
21784,20731,24621
21785,79452,7462
21786,95984,5739
21787,8936,89212
21788,30029,46892
21789,9408,90081
21790,13914,56666
21791,37946,55892
21792,47103,18181
21793,4109,80664
21794,759,36715
21795,33703,74195
21796,47475,16810
21797,46803,20534
21798,65072,4217
21799,65962,16374
21800,76079,46293
21801,15681,44541
21802,33651,11149
21803,72231,14958
21804,36314,17756
21805,56081,29018
21806,84166,94277
21807,56631,35318
21808,87243,66227
21809,14504,87627
21810,53983,52447
21811,31189,23275
21812,39185,34127
21813,48540,14298
21814,20313,30079
21815,90224,27354
21816,91649,96356
21817,64481,88614
21818,23639,36489
21819,57661,47956
21820,86755,49554
21821,62682,73410
21822,54778,84819
21823,63347,85979
21824,33571,24081
21825,3914,81048
21826,32339,7879
21827,69569,6172
21828,77103,24028
21829,2521,77190
21830,88696,9292
21831,26713,61910
21832,31658,87862
21833,58724,65216
21834,93129,10662
21835,82521,79930
21836,73640,42581
21837,71201,77982
21838,50852,99684
21839,62223,27927
21840,15762,37762
21841,21198,31086
21842,20531,74403
21843,98227,4906
21844,24748,57500
21845,13989,48309
21846,13507,78972
21847,99794,40238
21848,92951,3229
21849,7867,72835
21850,98474,62929
21851,88230,75686
21852,76184,17661
21853,70013,30269
21854,57034,74157
21855,11847,79802
21856,17671,48031
21857,90492,22880
21858,36314,86890
21859,76555,93848
21860,59862,76097
21861,6807,1655
21862,56711,55862
21863,71244,22230
21864,24289,3629
21865,46655,8296
21866,69784,61168
21867,16848,1918
21868,44771,12902
21869,101374,61548
21870,3696,76262
21871,10322,15516
21872,36006,14704
21873,90955,91156
21874,46237,71509
21875,92363,77400
21876,58,89100
21877,73604,33277
21878,84962,1163
21879,66694,98150
21880,16804,92384
21881,55236,43352
21882,51964,10606
21883,23844,22560
21884,92130,34602
21885,41729,10603
21886,89997,19470
21887,90807,84205
21888,7512,83938
21889,95091,75541
21890,64638,16091
21891,53747,49831
21892,46766,37667
21893,75873,98732
21894,26672,14709
21895,77206,50960
21896,92777,19363
21897,51913,78705
21898,47083,18130
21899,10024,8167
